iter	F1	Logloss
0	0.9782201797	0.5590764833
1	0.986440282	0.4823166766
2	0.9920867259	0.4227042073
3	0.9924726017	0.3614927887
4	0.9924385418	0.3270482754
5	0.9921547998	0.2670385777
6	0.9924612481	0.2258611488
7	0.9925180186	0.1995527242
8	0.9924612481	0.1782069153
9	0.9925180186	0.1586596747
10	0.9925180186	0.1508831895
11	0.992506664	0.1375278465
12	0.9924953096	0.1300025682
13	0.9925180186	0.1206775441
14	0.992506664	0.1151074809
15	0.9925407286	0.108947757
16	0.992506664	0.1009676921
17	0.992506664	0.09493240346
18	0.9924498948	0.09109732894
19	0.992427189	0.08645530181
20	0.9924385418	0.08380238723
21	0.9924158364	0.07971549152
22	0.9924044842	0.0756795632
23	0.9924498948	0.07082891603
24	0.9924158364	0.06616738339
25	0.9924158364	0.06399273546
26	0.9924498948	0.06160702519
27	0.992506664	0.05947634671
28	0.992506664	0.05700658983
29	0.992506664	0.05413971108
30	0.9925407286	0.05090685978
31	0.9925180186	0.048948562
32	0.9925293735	0.04792729927
33	0.9925407286	0.04647108246
34	0.9925634396	0.04528705646
35	0.9925747956	0.04404078238
36	0.9925975082	0.04268491291
37	0.9925975082	0.04202221204
38	0.9925975082	0.04133308125
39	0.9926202218	0.04057567632
40	0.9925861517	0.03966599035
41	0.9925975082	0.03918093346
42	0.9926202218	0.03852051808
43	0.9926429365	0.03783394093
44	0.9926542942	0.03721099873
45	0.9926542942	0.03670713928
46	0.9926542942	0.03613246629
47	0.9926542942	0.03545907032
48	0.9926656522	0.03497496589
49	0.9926656522	0.0342210015
50	0.9926656522	0.03357821911
51	0.9927110868	0.03315034555
52	0.9926770104	0.03290069628
53	0.9927110868	0.03197083729
54	0.992722446	0.03146328742
55	0.9927451654	0.03096474738
56	0.9927906072	0.03035304164
57	0.9928133297	0.03012343284
58	0.9928815034	0.02961036
59	0.9929269577	0.02939167602
60	0.9929269577	0.02911173384
61	0.992938322	0.02880794215
62	0.9929837815	0.02829021788
63	0.9929837815	0.02793924795
64	0.9930178789	0.02767492144
65	0.9930633457	0.02745741481
66	0.9930406117	0.02709108921
67	0.9930406117	0.02670514894
68	0.9930974485	0.0263411378
69	0.9931315537	0.02611506506
70	0.993120185	0.02581363046
71	0.9931656612	0.02544029002
72	0.9931997711	0.0252529277
73	0.9932225123	0.02497239937
74	0.9932338833	0.02480839836
75	0.9932566261	0.02451501006
76	0.9932679979	0.02431269157
77	0.9933134876	0.02403091515
78	0.9933476076	0.02377807398
79	0.9933931046	0.02355685408
80	0.9934386058	0.02333905253
81	0.9934613579	0.0231910798
82	0.9934841111	0.02299259889
83	0.9935182429	0.02279685165
84	0.9935296206	0.02257567173
85	0.9936206522	0.02234406232
86	0.9937572308	0.02204120609
87	0.9938027653	0.0219135761
88	0.9938255342	0.02185118148
89	0.9938824608	0.02172517253
90	0.9939507814	0.02146561093
91	0.9940077224	0.02127852846
92	0.9940760602	0.0211320375
93	0.9940874508	0.02102109808
94	0.9941102327	0.02092658038
95	0.9942241577	0.02074106428
96	0.9942697351	0.02058987766
97	0.9942925253	0.02043797786
98	0.9943950943	0.02021439859
99	0.9944064922	0.0200460903
100	0.9944178903	0.01989966966
101	0.9944976845	0.01979821755
102	0.9945546882	0.01966300422
103	0.9946002958	0.01951429694
104	0.9946573113	0.01935902945
105	0.9946687151	0.01924112508
106	0.9946801193	0.0191511468
107	0.9947827683	0.01895342667
108	0.9948512127	0.01874079128
109	0.9949310764	0.01860624326
110	0.9949881298	0.01843487283
111	0.9950680155	0.01823784248
112	0.9951022562	0.01811690997
113	0.9951250846	0.01803152277
114	0.9951593292	0.01789291213
115	0.9951707446	0.01781000836
116	0.9952620772	0.01760856342
117	0.9952620772	0.01752591249
118	0.9954333709	0.01725645173
119	0.9955133281	0.0170933571
120	0.9955019048	0.01700731068
121	0.9955019048	0.01691467691
122	0.9955247516	0.0167531198
123	0.9955590237	0.01670167136
124	0.9955475994	0.01666468916
125	0.9955818731	0.01656001544
126	0.9956161491	0.0164953741
127	0.9956504275	0.01638023275
128	0.9956732811	0.01628312079
129	0.9956847083	0.01620167931
130	0.9957304196	0.01605163046
131	0.9957304196	0.01599205811
132	0.9958218549	0.01588239625
133	0.9958561475	0.01573944675
134	0.9958332855	0.01565847825
135	0.9958561475	0.01554521631
136	0.9958904424	0.01548846965
137	0.995913307	0.01542672094
138	0.9959247397	0.01534792474
139	0.9959590394	0.01519713857
140	0.9960276458	0.01506597249
141	0.996084825	0.01490715372
142	0.996084825	0.01485702116
143	0.996084825	0.01479366689
144	0.9961076985	0.01472588504
145	0.9960962616	0.0146694108
146	0.9961420108	0.0146063878
147	0.9961534487	0.01457337196
148	0.9961534487	0.01450568556
149	0.9961763254	0.0144500899
150	0.9961763254	0.01434414667
151	0.9962106424	0.01420987999
152	0.9962335217	0.01414915034
153	0.9962449617	0.01405651654
154	0.9962449617	0.01401556823
155	0.996256402	0.01395203666
156	0.9963136075	0.01386030107
157	0.9962792834	0.013769438
158	0.9963593766	0.0136500547
159	0.9963708196	0.01362790653
160	0.9964967092	0.01353748387
161	0.9965539423	0.01342503341
162	0.9965997335	0.01329257279
163	0.9965882853	0.01324689895
164	0.9966684282	0.01312457231
165	0.9966798783	0.01304230706
166	0.9967027791	0.01294085947
167	0.9967027791	0.01281239237
168	0.9967027791	0.01274967084
169	0.9967600359	0.0126752835
170	0.9968172992	0.01256334055
171	0.9968172992	0.01254082428
172	0.9968974789	0.01243880639
173	0.9969089342	0.0124021437
174	0.9969089342	0.01236539541
175	0.9969203898	0.01229935054
176	0.9969089342	0.01225312644
177	0.9969089342	0.01220158449
178	0.9969433017	0.01212762688
179	0.9969547581	0.01209349447
180	0.9970005861	0.01201308782
181	0.9970120438	0.01196817592
182	0.9970349599	0.01193785563
183	0.9970578771	0.01187103101
184	0.9970578771	0.01183621224
185	0.9970807953	0.0117732535
186	0.9970807953	0.01173818193
187	0.997126635	0.01167864601
188	0.9971839404	0.01159703989
189	0.9971954023	0.01157288793
190	0.9972183269	0.01148691535
191	0.9972527157	0.01140228924
192	0.9972527157	0.01136550792
193	0.9972756429	0.01134557623
194	0.9973558964	0.01128000572
195	0.9973558964	0.01125811748
196	0.9973788283	0.01119752898
197	0.9974476305	0.01112815828
198	0.9974476305	0.01110686549
199	0.9974935038	0.0110335078
200	0.9975049728	0.0109553469
201	0.9975279116	0.01088975774
202	0.9975623218	0.0108328873
203	0.9975623218	0.01082266753
204	0.9976082057	0.01072019013
205	0.9976770395	0.01065479041
206	0.99771146	0.01062315322
207	0.9977573576	0.0105194582
208	0.9978032595	0.01044995585
209	0.9978376886	0.01038716816
210	0.9978376886	0.01036174311
211	0.9979065541	0.01027515743
212	0.9979295114	0.01022209519
213	0.9979295114	0.01017197398
214	0.9979524697	0.01015653303
215	0.9979639493	0.01009690278
216	0.9979869092	0.01004622766
217	0.9979869092	0.01001067992
218	0.9979754291	0.00996452932
219	0.9979869092	0.009925945944
220	0.9980098701	0.009876416042
221	0.9979983895	0.009822151773
222	0.998021351	0.009786962064
223	0.998021351	0.009716021055
224	0.9980557952	0.00967224297
225	0.9980902418	0.009625552041
226	0.9981132076	0.009569131708
227	0.9980787594	0.009527578562
228	0.9980672772	0.009497242935
229	0.9981476581	0.009421133415
230	0.9981361743	0.009362112082
231	0.9981361743	0.009302966319
232	0.9981361743	0.009267965942
233	0.9981476581	0.00923665171
234	0.9981476581	0.009189349217
235	0.9981476581	0.009175481175
236	0.9981821111	0.009134891396
237	0.9981935959	0.009086658761
238	0.998228052	0.009061741312
239	0.998228052	0.009026047528
240	0.9982165664	0.008990490086
241	0.9982165664	0.008966115066
242	0.998228052	0.008919363552
243	0.9982510241	0.008897220144
244	0.9982510241	0.008865465821
245	0.9982625105	0.008812148557
246	0.9982625105	0.008753865671
247	0.9982739972	0.008703803329
248	0.9982854842	0.008661927036
249	0.9982969714	0.008620582511
250	0.9983199466	0.008589461855
251	0.9983199466	0.008548535218
252	0.9983314346	0.008513146786
253	0.9983199466	0.008486606541
254	0.9983199466	0.008450557051
255	0.9983659003	0.008385538319
256	0.9983544115	0.008359188025
257	0.9983659003	0.008318189867
258	0.9983888787	0.008298315921
259	0.9984118581	0.008268690022
260	0.9984463293	0.008222237037
261	0.9984348387	0.008172136046
262	0.9984463293	0.008142288767
263	0.9984693114	0.008123092061
264	0.9984808029	0.008105625129
265	0.9984808029	0.008064259254
266	0.9984922946	0.008025045141
267	0.9985267713	0.007988501731
268	0.9985497572	0.007954807515
269	0.998572744	0.007915649798
270	0.9985842379	0.007887957411
271	0.9985842379	0.00786204982
272	0.9986187209	0.00783443067
273	0.9986302158	0.007799479565
274	0.9986187209	0.00776283704
275	0.9986302158	0.00772500252
276	0.998641711	0.007698615153
277	0.9987221845	0.007616844798
278	0.9987221845	0.007602090632
279	0.9987221845	0.007572035728
280	0.9987106875	0.007543099038
281	0.9987221845	0.007516891314
282	0.9987221845	0.007471522822
283	0.9987221845	0.007456658563
284	0.9987221845	0.007431696482
285	0.9987221845	0.007407921075
286	0.9987336818	0.00736875794
287	0.9987566771	0.007333389313
288	0.9987566771	0.007314087493
289	0.9987681752	0.007289493027
290	0.9987681752	0.007270302763
291	0.9987681752	0.007243594728
292	0.998802671	0.007215815449
293	0.998802671	0.007185590234
294	0.998802671	0.007168946373
295	0.9988141701	0.007148257436
296	0.9988141701	0.007122697706
297	0.998802671	0.007096862999
298	0.9988371691	0.007065078804
299	0.9988371691	0.007033632939
300	0.9988371691	0.007009277544
301	0.9988371691	0.006973545557
302	0.9988371691	0.00694459552
303	0.9988371691	0.006916816197
304	0.9988486691	0.006879914528
305	0.9988486691	0.006874041726
306	0.9988486691	0.006841738686
307	0.9988601693	0.006801704497
308	0.9988601693	0.006773856067
309	0.9988601693	0.006773839671
310	0.9988601693	0.006763759254
311	0.9988716697	0.006729816361
312	0.9988716697	0.006704288464
313	0.9988716697	0.006688056544
314	0.9988831704	0.006639816628
315	0.9988946714	0.006595930705
316	0.9988946714	0.006587620011
317	0.9988946714	0.006557460535
318	0.9989061726	0.006546296599
319	0.9989061726	0.006505715765
320	0.9989061726	0.006487054552
321	0.9989061726	0.006466956123
322	0.9989061726	0.006445904224
323	0.9989291759	0.006409976718
324	0.9989291759	0.006406377252
325	0.9989291759	0.006398521153
326	0.9989291759	0.006373776398
327	0.998940678	0.00634460953
328	0.998940678	0.006330757606
329	0.998940678	0.00630480239
330	0.9989521803	0.006290329125
331	0.9989636828	0.006264564257
332	0.9989636828	0.006237649399
333	0.998940678	0.006195768145
334	0.9989521803	0.006173440769
335	0.9989521803	0.006160110774
336	0.9989521803	0.006154215769
337	0.9989521803	0.006137956953
338	0.9989636828	0.006118562899
339	0.9989751857	0.006094860555
340	0.9989751857	0.006055873026
341	0.9989866888	0.00603407513
342	0.9990096958	0.006009864125
343	0.9990327038	0.005982467447
344	0.9990557129	0.005964594039
345	0.9990557129	0.005946930515
346	0.9990442083	0.005930122893
347	0.9990442083	0.005908007491
348	0.9990442083	0.005879145341
349	0.9990442083	0.00586100789
350	0.9990442083	0.005861003897
351	0.9990442083	0.005829366745
352	0.9990557129	0.00581541483
353	0.9990557129	0.00579162032
354	0.9990557129	0.00576963798
355	0.9990557129	0.005756920952
356	0.9990557129	0.00573540125
357	0.9990672179	0.005708042502
358	0.9990672179	0.005698077003
359	0.9990902286	0.005662578061
360	0.9991017344	0.005638304645
361	0.9991247466	0.005605281607
362	0.9991247466	0.005592427664
363	0.9991247466	0.005570215833
364	0.9991247466	0.005570211021
365	0.9991247466	0.00557020472
366	0.9991247466	0.005570199909
367	0.9991247466	0.005549765234
368	0.9991247466	0.005549765234
369	0.9991247466	0.005549758934
370	0.9991247466	0.005549751752
371	0.9991247466	0.005549751752
372	0.9991247466	0.005549748194
373	0.9991247466	0.005549744653
374	0.9991247466	0.005549744653
375	0.9991247466	0.005549741526
376	0.9991247466	0.005549737965
377	0.9991247466	0.005549737965
378	0.9991247466	0.005549734404
379	0.9991247466	0.005549720117
380	0.9991247466	0.00554971656
381	0.9991247466	0.005549709486
382	0.9991247466	0.00554970218
383	0.9991247466	0.00554968932
384	0.9991247466	0.005549682175
385	0.9991247466	0.005549682175
386	0.9991247466	0.005549669687
387	0.9991247466	0.005549655405
388	0.9991247466	0.005549642925
389	0.9991247466	0.005549642925
390	0.9991247466	0.005549642925
391	0.9991247466	0.005549628791
392	0.9991247466	0.005549621662
393	0.9991247466	0.005549618512
394	0.9991247466	0.005549612178
395	0.9991247466	0.005549609061
396	0.9991247466	0.005549609061
397	0.9991247466	0.005549605943
398	0.9991247466	0.005549605943
399	0.9991247466	0.005549605943
400	0.9991247466	0.005549605943
401	0.9991247466	0.005549602828
402	0.9991247466	0.005549595711
403	0.9991247466	0.005549592156
404	0.9991247466	0.005549592156
405	0.9991247466	0.005549592156
406	0.9991247466	0.005549577898
407	0.9991247466	0.005549563678
408	0.9991247466	0.005549556609
409	0.9991247466	0.005549556609
410	0.9991247466	0.005549549557
411	0.9991247466	0.005549546032
412	0.9991247466	0.005549539808
413	0.9991247466	0.005549539808
414	0.9991247466	0.005549539808
415	0.9991247466	0.005549539808
416	0.9991247466	0.005549539808
417	0.9991247466	0.005549525644
418	0.9991247466	0.005549518576
419	0.9991247466	0.005549504351
420	0.9991247466	0.005549497306
421	0.9991247466	0.005549497306
422	0.9991247466	0.005549497306
423	0.9991247466	0.005549497306
424	0.9991247466	0.005549493751
425	0.9991247466	0.005549479674
426	0.9991247466	0.005549465602
427	0.9991247466	0.005549451511
428	0.9991247466	0.005549451511
429	0.9991247466	0.005549437445
430	0.9991247466	0.005549423369
431	0.9991247466	0.005549423369
432	0.9991247466	0.005549423369
433	0.9991247466	0.00554941633
434	0.9991247466	0.005549412789
435	0.9991247466	0.005549412789
436	0.9991247466	0.005549412789
437	0.9991247466	0.005549412789
438	0.9991247466	0.005549405767
439	0.9991247466	0.005549398739
440	0.9991247466	0.00554939172
441	0.9991247466	0.005549384694
442	0.9991247466	0.005549384694
443	0.9991247466	0.005549377658
444	0.9991247466	0.005549370613
445	0.9991247466	0.005549356573
446	0.9991247466	0.005549349558
447	0.9991247466	0.005549342544
448	0.9991247466	0.005549342544
449	0.9991247466	0.00554933553
450	0.9991247466	0.00554933553
451	0.9991247466	0.005549332017
452	0.9991247466	0.005549325
453	0.9991247466	0.005549317974
454	0.9991247466	0.005549310959
455	0.9991247466	0.005549307449
456	0.9991247466	0.005549307449
457	0.9991247466	0.005549300425
458	0.9991247466	0.005549300425
459	0.9991247466	0.005549296923
460	0.9991247466	0.005549293417
461	0.9991247466	0.005549279375
462	0.9991247466	0.005549272356
463	0.9991247466	0.005549272356
464	0.9991247466	0.005549272356
465	0.9991247466	0.005549265338
466	0.9991247466	0.005549265338
467	0.9991362532	0.005530819257
468	0.9991362532	0.005530814476
469	0.9991362532	0.005530814476
470	0.9991362532	0.005530814476
471	0.9991362532	0.005530814476
472	0.9991362532	0.005530814476
473	0.9991362532	0.005530809696
474	0.9991362532	0.005530804892
475	0.9991362532	0.005530804892
476	0.9991362532	0.005530804892
477	0.9991362532	0.005530800088
478	0.9991362532	0.005530800088
479	0.9991362532	0.005530795285
480	0.9991362532	0.005530790482
481	0.9991362532	0.005530785704
482	0.9991362532	0.005530780926
483	0.9991362532	0.00553077615
484	0.9991362532	0.005530771373
485	0.9991362532	0.005530766597
486	0.9991362532	0.005530761822
487	0.9991362532	0.005530723627
488	0.9991362532	0.005530718855
489	0.9991362532	0.005530699773
490	0.9991362532	0.005530680699
491	0.9991362532	0.005530661631
492	0.9991362532	0.005530656866
493	0.9991362532	0.005530652101
494	0.9991362532	0.005530647336
495	0.9991362532	0.005530642572
496	0.9991362532	0.005530637809
497	0.9991362532	0.005530633045
498	0.9991362532	0.005530633045
499	0.9991362532	0.005530633045
500	0.9991362532	0.005530633045
501	0.9991362532	0.005530628283
502	0.9991362532	0.005530623495
503	0.9991362532	0.005530618733
504	0.9991362532	0.005530618733
505	0.9991362532	0.005530618733
506	0.9991362532	0.005530618733
507	0.9991362532	0.005530613947
508	0.9991362532	0.005530609186
509	0.9991362532	0.005530604426
510	0.9991362532	0.005530599666
511	0.9991362532	0.005530594906
512	0.9991362532	0.005530594906
513	0.9991362532	0.005530594906
514	0.9991362532	0.005530594906
515	0.9991362532	0.005530594906
516	0.9991362532	0.005530594906
517	0.9991362532	0.005530594906
518	0.9991362532	0.005530594906
519	0.9991362532	0.005530594906
520	0.9991362532	0.005530594906
521	0.9991362532	0.005530594906
522	0.9991362532	0.005530594906
523	0.9991362532	0.005530594906
524	0.9991362532	0.005530594906
525	0.9991362532	0.005530594906
526	0.9991362532	0.005530594906
527	0.9991362532	0.005530594906
528	0.9991362532	0.005530594906
529	0.9991362532	0.005530594906
530	0.9991362532	0.005530594906
531	0.9991362532	0.005530594906
532	0.9991362532	0.005530594906
533	0.9991362532	0.005530594906
534	0.9991362532	0.005530594906
535	0.9991362532	0.005530594906
536	0.9991362532	0.005530594906
537	0.9991362532	0.005530594906
538	0.9991362532	0.005530594906
539	0.9991362532	0.005530594906
540	0.9991362532	0.005530594906
541	0.9991362532	0.005530594906
542	0.9991362532	0.005530594906
543	0.9991362532	0.005530594906
544	0.9991362532	0.005530594906
545	0.9991362532	0.005530594906
546	0.9991362532	0.005530594906
547	0.9991362532	0.005530594906
548	0.9991362532	0.005530594906
549	0.9991362532	0.005530594906
